0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
1.0,1.0,0.0,0.0,-0.01597442936929248,-0.016851460072456713,-0.0453987921083269,-0.02175596939209614,-0.01526231296539019,0.011444171817333952,-0.012346840583792216,0.0004844165682450374,0.005434674235553434,-0.015101184590467047,0.1049701478804061,0.04561634214421964,-0.0029939618168095083,0.008013164452289952,0.004771813251496274,0.0030738036774474054,-0.029487810154669745,-0.008984315021006606,-0.004179366116661483,0.004527908163977592,-0.02002336312197832,0.21312852715015834,-0.009865429851657278,0.11687258436792436,0.2397579033441839,0.2700779068680998,-0.018390427928062357,0.12688611477861117,0.012323345025484688,-0.016068588317611217,0.17636964293257648,-0.0025576758909775545,0.11698875285352237,0.12551238487489527,0.3717047645698952,-0.0031810822998853956,0.02883718268481777,0.13118483126430278,0.015181178140120873,-0.0027897058043551714,0.004791412905172513,0.014339147564199023,0.12757220253945187,-0.0068872636944567025,0.0169016175594487,0.12516727967328647,-0.0033544932591318406,0.05235670237851964,0.08734125365778615,0.122935781867583,-0.015071933494157653,0.18635188850357962,0.1447117929852703,-0.019134113341659792,-0.04175232066537143,0.00673653858750838,0.0049824134922710015,0.03866008466415655,0.013774103223680015,0.1532818483663587,0.008721715702382837,0.03846725220204163,0.11997979639848577,-0.021425709366234395,0.12874423429760198,0.16784090022937953,0.1298051623218334,-0.0002808843392315999,-0.01467999873267051,0.003638389029325599,0.153485642357073,0.1691827457220287,-0.0046068623162078505,0.15362143816185686,-0.0020326737014517314,0.042356918881206004,0.12674066935447478,0.0005795189975299351,0.11663665690975261,0.0065288439447434,0.005139280121091384,0.16327509476817886,0.031251385423511455,-0.017471079173895038,0.026047455372104202,0.11990854103015189,0.034912441796107405,0.12655699440226756,0.2393834876906314,0.15095605441836726,-0.008293149992875042,-0.011197245498323004,0.004538075158175251,-0.012395775356708674,0.20418532600807898,-0.001911133403779571,0.12231346832380875,-0.0016521986783609073,0.12524153583092895,0.13504587452378092
1.0,2.0,1.0,1.0,0.19330705512305554,0.01418921361433183,-0.02591911550550721,-0.08499736532012978,-0.003136635599140625,-0.09769213059043493,0.006811011213688048,-0.006000513739016924,-0.04925152718559763,-0.015067611687700834,0.002119415310736988,0.12079321879258799,-0.03305041218699634,-0.016189352106901426,0.01404987745423673,-0.06149484971314146,0.02307857023892982,0.005491963565683127,0.006544623666486568,0.006414564654830708,0.01097163639691752,0.010128908168138748,0.0275841083148499,0.184915398686185,0.03293566015146717,0.005491963565683139,0.18676667647967324,0.01606697037819867,0.2077908498886292,0.19428522330320175,0.18138551576630974,0.16673780770633134,0.3243932727030455,0.20191732290159553,-0.00031863480330101754,0.34304319608887773,0.1783222569710897,0.17815554669463843,0.1636303525129625,0.0010485218809444695,-0.011345948612033495,0.010906288938846157,-0.022882641811350427,0.017771314625469006,0.0037144960290645397,0.0027749476405406538,0.18181678512315433,-0.02512229237269716,0.008130311226157844,-0.0043704499295131455,0.003183964047163909,0.010591888441366016,0.1843278873940939,2.3430349853385294e-05,0.1677194489009934,-0.02633086767224946,0.02306152800036549,-0.07578606218995748,0.01868718205686865,0.011721519435523001,-0.004144930262322791,0.005491963565683139,0.189449867636293,0.03245783158776086,0.026095433787371235,-0.025595845987493,0.005079704407674047,0.024140365418790766,0.016328154979197512,5.3273582114405516e-05,0.00224200171711465,-0.003904733582917778,0.03339795876090688,0.03344272777186248,0.010944940986201126,0.016512908412861616,0.1347044259069883,-0.007557453463336854,-0.049679474217562386,0.011475363512518906,0.34109533404950954,-0.00292656540277159,0.014391009286560216,-0.043160880334628345,-0.03388652911365469,-0.006330592883017098,0.012917358114229793,0.011830119395612449,0.004866833509682836,0.012097464397369105,0.005018164479795964,0.03443756544030419,0.030547121113499456,0.04081798256129276,-0.009005018458777025,-0.014563818098676264,0.17336382379109758,-0.05327237678361004,0.17294240003422837,-0.020083787047413208
1.0,3.0,0.0,1.0,-0.0034455407666961818,-0.038601559671853386,-0.018757727829756016,-0.03962127371014293,-0.015229632330643669,-0.005416724863310645,-0.04217852918300468,-0.031017937759353287,-0.008602589084883724,-0.03395237053543643,0.19383684590620515,-0.02015498430538188,-0.015781293753741606,0.17260717861507788,-0.014905878259102457,0.0016453437014002736,-0.02263438791784825,0.0007677738041478772,-0.016535337319878763,-0.042021374735797486,-0.010473492964279501,-0.03795795518910882,0.3717038474902939,-0.05877000517548204,-0.01598598618479946,0.21504152130849793,0.2049007048394437,-0.010785003719981496,0.17859020833300224,-0.0006380476789526171,-0.011962609117154391,0.18328656302751298,-0.01167383045986115,-0.01705172150548363,-0.00968364553853479,-0.02849138660307422,-0.022767409168875617,0.006016045430776314,-0.005804379541386568,-0.00040309146241327993,-0.019787199946441993,-0.0169450363992311,0.007848858375455492,-0.004904968354176849,0.005794114292007526,-0.04571441769810749,0.005739360768677836,-0.004508440489956527,0.011480573167986351,0.0027294618090618816,-0.019507763104074545,0.01276872731826074,0.016607228305252027,-0.01004630209578175,0.21168175110065118,0.003449167817656352,0.006315936449848758,0.01925196942544749,0.0014724400934536179,0.01311298036321502,-0.01805921744576566,-0.0015578969708537835,0.003918582736140625,0.006843825887942447,0.003777672763763845,0.006970528132123914,0.21973692882048107,-0.0017683140283449557,0.0074260835987294375,0.2196703352118216,-0.03368183714940251,-0.002034043621762232,0.2037404830835324,-0.008080661271690555,0.00787749472209552,0.21161502364004273,-0.031076813036904544,0.18552915237937814,-0.009301053801500609,-0.011535451500001067,0.2221385222557849,-0.02364853037045717,0.20490424918470337,0.20651216328225877,-0.022065797432353193,0.2108196966744477,-0.05258127132054524,0.1852831594962679,-0.008224309165070004,0.2097069417395089,-0.008312026232041426,-0.03381742839256816,-0.037275718569913116,0.005493409780249733,0.02471876260213869,-0.020324993651770647,0.21437200182607266,0.008650796932481284,-0.02204561168749428,0.2045145780408968
1.0,4.0,1.0,1.0,0.10079562163937672,-0.009690089467425458,-0.01926755173850053,0.009376390676221414,-0.04068339292895997,-0.0960291314578548,-0.0016796516821022595,-0.020840954860531235,-0.013411775263535874,-0.018022366383479562,-0.008330960443110935,0.019291341996742258,0.019081847127989472,-0.011885514773659187,0.006393181021819096,0.0027685373822447183,0.03039280745445198,0.007807738457172383,0.012238433712992242,0.03169548953014932,0.0474456109193479,0.04528279075202233,-0.00276939760110114,0.138382967366067,0.2546664977871256,0.04604047402484769,0.4667808303303794,0.12140074458701614,0.036817821929545455,0.024356015127206112,0.019256577743381596,0.14040263035066808,-0.001215295141620906,0.04760927683485747,0.024406851479837025,0.03519569554771386,0.01320904707388995,0.02477605164604418,0.022715321097524745,0.040143771502132816,0.0008615645760616783,0.0022781682901977995,0.036786799532535566,0.025835492440016747,0.3739833376698448,0.031408819805576,0.12215419714358268,0.1367543256747788,0.37356052808924706,0.15284281626431126,0.148978653098786,0.10780080863005499,0.1730225880480169,0.16184260203918419,0.13838457579766594,0.042532576989250254,-0.0040190528261561985,0.035829486759684434,0.021910384139107397,0.06693150015897203,0.1380526873490334,0.03524408333553422,0.05857626897673241,0.14272501812155938,0.03666337412383479,0.01597355924025864,0.04574420784397001,0.04190229271764404,0.018597578317234333,0.16162880031072702,0.01351751658568888,0.03630201468322756,0.0072893684484468,0.04628885030558117,-0.022951639377859316,0.0020400603995753214,0.04333740959573408,0.03112624806558298,0.048055120081291605,0.01037841463781458,0.034527566910736,0.02708935871980849,0.15767724454591636,0.02597936082877804,0.029286739526670814,0.030033706450056874,-0.0033709433760920043,0.006498340374470705,0.01947610054798072,0.024004863231997728,0.006387116584161231,0.03598111926287149,0.032433699367149085,-0.024793960519454625,0.020143521094983886,0.043459388975786314,0.022638117993434705,0.1510341905429958,0.01643465436891468,0.14498373657911015
1.0,5.0,0.0,1.0,-0.016904458927552803,-0.016827436540229897,-0.0031217623152287573,-0.02984273202671944,-0.0013072572761802083,0.00826984727189133,-0.020405885077973186,0.0001565504155010161,0.012283798173823223,0.0040131430377340314,0.010773361152168178,-0.0329413161719237,-0.03446792709172231,0.010413641227076961,0.0162808169387241,0.00454982958589184,-0.005918582872817356,-0.0222468451921577,-0.03204326020297922,0.1492864758926734,0.014347822881324633,0.29788233821677645,0.3012994512732087,0.011578377057274216,0.1418919881396646,0.2908119222316235,-0.012082592913079724,0.16350215750316788,0.032990529362500305,0.15862262520627035,0.025257611076671155,0.18806949553241264,0.3091114929152087,0.027096557791092362,-0.003484923713383558,0.1799378580497292,0.024094331392990713,0.16195364966216716,0.05767235320701141,0.1356942766839704,0.15527286334296517,0.13441557605295318,0.33033802306991467,0.0001626775734925368,-0.0008605475534794547,0.03401606051882134,0.05832312635630938,0.01287549882075523,0.001912085892028457,0.19396550614250213,0.15961447623317812,-0.0037333320580128456,0.006058688183582058,0.02291061068000924,0.03881613610819766,0.026925299534336034,0.0009725636131635609,0.006712425700631532,0.053290742067358496,-0.001105458034153719,0.03456282309770473,-0.02572792318111377,0.03581553566518121,0.02330771510418248,0.022003635421986835,0.2800370489487472,0.005972872564187596,0.018034553897681382,0.15516735009343988,0.01923601715241757,-0.00044196797213188896,-0.013924335714510757,0.02116905789616703,0.04376557404227073,0.15441029262799721,-6.909522422496535e-05,0.16402333146923623,0.013899754167298507,0.020910566475237924,0.019673747406569724,0.007942359109167699,0.16411353100832887,0.02537673456228301,0.017888697382950236,0.010003479806387265,-0.0017521277358070993,-0.024227015832823773,0.04077973091162829,0.017022885205248226,-0.006183064746456921,0.01762176989006351,0.03610525517823771,0.011356613137762452,0.0041725583695645715,0.010863462504953033,0.02330771510418248,0.01491360505057117,0.018892673100813308,0.008829981948544702,0.008448721749992437
1.0,6.0,0.0,0.0,-0.019037996500939434,-0.005210592217666783,-0.004477759481797317,-0.00875885726969982,0.002238608234650567,-0.005290692181900425,-0.0019662757305206236,0.09907777712632843,-0.006728320884203735,-0.0029927618384802783,-0.012241696675752938,0.0021060421691635146,0.008493903446742912,-0.010976408240508863,-0.012030715590845953,0.0009522765018917883,-0.015762652694127674,0.0008551082656044352,-0.0026009515438581536,-0.005648034894080051,0.10505505490061787,-0.003855981275031036,0.10992566873408773,0.1095437648447791,0.11863685310566355,0.12251297371692697,-0.0009108985632650478,0.12362347357915317,0.35701367445438265,0.3588294143777062,0.0016111516151649853,0.23511989910400036,0.24823202434970768,0.0012700631012417059,0.1339998819109227,-0.009539775549948254,0.12519775310425574,0.12275393185710307,0.012305175038710758,0.11631933130456139,-0.00039063597248047545,0.25164230468060467,0.005502822605523616,0.24552687110287932,0.13022997187164942,0.014418145426281427,0.12045477519395201,-0.012659525629857789,0.11760943617015635,0.004584132455853288,-0.004846540599843788,0.11260941641128863,-0.0008201263620768591,0.1202491503275886,-0.005671400094247602,-0.008657327651565372,0.11506762719001282,0.10747835214020504,-0.018414998650438538,0.24188771705408404,0.12093702024875116,-0.012201106907187285,-0.0062654678263613945,0.12219278655535185,0.0028542027570566024,-0.006973134950923201,0.13148839815964627,0.24666362842031392,-0.0066149023390068284,-0.008710449320569396,0.11852086323057155,-0.009079514490366732,-0.0061600560601441055,0.11506854147671042,-0.011797759479937461,0.12368764073654696,-0.001339577572566937,0.10893782254544482,0.004795108186879797,-0.003388091306409482,0.11784513452014336,-0.008243633890642303,0.12050654368829526,-0.0032445413035910677,0.0026261903714073637,-0.010968271338584006,-0.0016028658981313477,0.00013695377922859443,-0.0060688624965265945,0.002112821518882485,-0.007645050110627017,-0.008903222170656304,0.008649887592938818,-0.013911286257192788,-0.02308729156873484,-0.005320574057241259,-0.005921659997118936,0.015336835575951736,0.000187501152272334,-0.028079615801148275
1.0,7.0,1.0,1.0,0.012150920574467887,0.015965849098133134,0.06847344719592756,-0.08373751047980883,0.04864426257345454,-0.01647720003905719,-0.07514062678931094,-0.03572093701183381,-0.005218518270366455,0.03286256036198494,-0.13499739146871054,-0.04207404496679616,-0.007005692509959688,0.056820142587646935,0.059594620856691295,-0.00425035091287436,0.023802266730995118,0.07487505553366636,0.006783207910653901,0.0046499390250963465,0.06594861387133391,0.0739477406533479,0.27365512272649933,0.14341119144249023,0.049969585185274355,0.25428831175504135,0.027043653361915436,0.26255800308228217,0.1354234105744113,0.09875449455523716,0.06231232215077442,-0.010473384457974164,0.4340028875273368,0.05096809718112247,0.024926903341816655,0.01137362687726757,0.04149849242679687,0.031319560537738975,0.16964174592542586,0.16098483935026905,0.06488997209363048,0.17869931657496643,0.08338192269017797,0.026084736384055857,0.10179093116602544,-0.003708698494388105,0.127032727938466,0.05036688103896439,0.18376764820230995,0.1740031403737686,0.07897254493108517,0.08357873600285959,0.038313470655673094,0.09044011231769093,0.0792128506306415,0.13201189341411973,0.08249378629177428,0.0949447693273154,0.029366339598978063,0.033569879974231234,0.0716720464214235,0.034872141300491086,0.07010644910709803,0.0873999505063299,0.10758341115627533,0.0617529390559532,0.0866780381920783,0.06532212902889217,0.07138923589563778,0.037294060272349175,0.0985261899768503,0.044831207194419034,0.09281853978186402,0.034598126715776126,0.09480974038265884,0.07371816037660933,0.02660258675275137,0.03409904676182323,0.08144470634971183,0.07539678681920096,0.07678685704621138,0.08631117767414806,0.044071132406755364,0.040173060323605576,0.10109699322546359,0.04344503374149505,0.06976366371875059,0.07386283908504371,0.06626950446524447,0.06351600490447012,0.07311797357227695,0.0647569976017362,0.177457064444544,0.07231039183778114,0.07960493888338108,0.07075172077576979,0.050052031112282916,0.07000286523586877,0.03152465779823995,0.056057099733773735
1.0,8.0,0.0,0.0,-0.010489290971594265,-0.005321784425019126,0.008609543442115168,-0.025657113135672295,-0.017153997539819044,-0.01963494493615765,0.00010024457732079916,-0.014710933121628274,-0.03764101832842944,-0.013339183094118108,-0.03669106027547776,-0.01647431290134873,-0.025771861902265325,0.14946305228629872,-0.021761688287783576,-0.022571505090776992,-0.017667269868940492,0.15852161291170874,-0.023920201668365764,-0.007888287670046889,0.00899875121065414,0.007116575335314222,0.000533587588883861,0.021169792767326164,-0.0021898323210634055,0.008922496594255171,0.008905542721116037,0.008183585496501193,0.14572205820076983,-0.014864812525023363,-0.01027523044084929,0.0093225184394801,-0.003038036717610156,0.002041154820906896,0.01542085989065288,0.010423709036210461,0.00015788413162524798,0.0030846636406925312,0.0191326048115919,-0.027375241712184372,-0.01034492140350522,0.0050831034664689965,-0.0341188706575102,-0.0019527935641046232,-0.019318368431671586,-0.006661426004994764,-0.011935699405139147,-0.015260089796622502,0.354783275982231,0.34376887116466504,0.17533016329556048,-0.007230854756477125,0.010707163562312157,0.1914759769126275,0.18908287309458072,0.33485994750608944,-0.025764263463587993,0.19797514958912835,-0.004339826236402242,-0.011313495497493014,-0.0020845094895418897,0.012029254747859283,0.19262198859394186,0.16700534994312022,0.19156052114409639,-0.0017829146675671294,-0.015504546941783154,0.0047457965609428955,-0.012245399116567373,0.1861041843568296,-0.0028672033898683538,0.010675939673999267,0.16535012823774847,0.010888751656054386,0.17606730951509597,-0.004486525435716045,0.3605513973359082,0.010502323791088272,0.02479357592334171,0.005096675210843197,0.1732183657402188,-0.014781899403829905,0.004015833611765471,0.018951422876172436,0.00036773471738129346,0.16286816333991508,0.18026904237180635,0.02482336720262164,0.011064354140076326,0.010680822409307093,-0.014628189027130421,0.0007414765593120968,-0.029194715508507763,-0.01603341701877514,0.009496049573528346,0.0022659045669025843,0.004889707915536158,-0.03240290204594608,-0.00501620504595987,0.013505930618584345
1.0,9.0,1.0,1.0,-0.054449788928317686,-0.013974390423272968,-0.14511180886314,-0.014172661983452777,0.11323654376456117,-0.020343150035615695,0.0445684220058905,0.10803217245390494,0.007235756435818589,-0.2454696053746778,0.07518593813707906,0.008371829688851622,0.10272732482254626,-0.016957856767303582,0.007589092814442071,-0.02946182755679291,0.037766687360421144,0.06825269869498446,0.023166657114560327,-0.056192033360486546,-0.05299613600989347,-0.0015638498644329729,0.008371829688851567,0.45728164271947114,0.22165611760124038,-0.0019980749403142764,0.05511764772743283,-0.04425238894666561,-0.007618058772683827,0.02337281919526885,-0.04905296483548787,-0.026445794336287326,-0.0918193863685069,0.09159871062107999,0.09448015879096994,0.003626812147688252,-0.023429746003086897,0.07507784309404807,0.008205785157291628,-0.07763054382007924,-0.12478975266773627,0.0697140490569158,-0.009099552994086692,-0.12359498071674571,0.08381262811647461,0.02129426968440401,0.0291979348292354,-0.09463931634673187,0.02600571947540611,0.023113037407915534,0.17792382215454772,-0.00178928848439415,0.12293661121971299,0.0041472858789152805,0.15238186094467235,0.06241950707716407,-0.07071998232037785,-0.0059796321463206435,0.15591670649297848,0.022430946516137654,-0.03956272940140741,0.106421498896365,0.12833343531254277,0.11755036873756171,0.1214695146787692,0.15629419184514412,0.025983818560941865,-0.02428685510143374,0.06640680132509282,0.019507292518130343,-0.0017822832379556632,0.027930735956284848,0.07513239644012872,0.03531897974853345,0.15730719933391393,0.023166657114560327,0.12543606138135896,-0.011621775689529825,0.10347906716640046,0.2852279711295898,0.13116997375179096,0.05753730157705943,0.02372559702963312,0.02002547056993153,0.03161949195007349,-0.03417634181289786,0.04725731441237146,-0.00712724353939762,0.03731999650161228,0.11639278120471036,0.08876906988435652,0.022940056489988016,0.18387852604275942,0.05665434137101017,0.10232790281461611,-0.2558802420221958,0.00018089428564514186,-0.0007264204932567848,0.06009443777799586,0.005788481386747346
1.0,10.0,1.0,1.0,-0.051951498571714785,0.01564370290449599,-0.018577292978888563,-0.10985175244671407,0.10301023859164772,-0.0045607675889497235,0.012623084798756092,-0.08207831662345713,0.01706865744387638,0.029493111418998585,0.21367962851551167,-0.07659439826241128,0.11990311830818448,-0.003434284773858362,-0.0803421204316499,-0.0022346329165088765,0.05899606286277639,-0.08550998517568952,0.02857653625834489,-0.08385909133275031,-0.039914116557601007,0.045446757467542245,0.20105928139348392,0.030138795598814425,0.06663617507576168,0.03136126889661664,0.1604009074158325,0.0033952548163267474,0.11986868148970921,-0.04885975977298188,0.00029682735874553675,0.12528434108727285,-0.0011424873039831943,0.10399949011718837,0.07084616345421824,-0.07379362206570854,-0.003628260371353351,-0.04966213855634946,0.12805825760808967,0.0073899819649332465,-0.014639344127939201,0.02343420150459998,-0.07505234534317372,0.15616535556140376,0.04197727995727755,0.12547687412245362,0.1999726689288142,-0.147794659245923,0.030775617030573965,0.11214904623405339,0.04642044454990194,0.1266551925861759,0.035687336320590665,-0.07428308943983478,0.13073960201073348,0.05297128547608442,0.036934778229851695,0.1274836565400766,0.1297697347003831,0.10302182055084072,0.2812036492044886,0.059584738598644965,0.07564418373094614,0.006388323175441755,0.01683933729148246,0.02842585141692539,0.030775617030573965,0.03174432730644018,0.04117546158089779,0.09834858970629197,0.03912362270163605,0.0241871588357918,-0.04390120232492985,0.135563392073876,0.07390863008705967,0.10231122260856448,0.14574129277793002,0.12933367122448253,0.14195645335836166,0.003591686506424996,0.1494822413129221,-0.03218788218246767,0.03281265773536665,0.03674094448114811,0.09138866076389042,0.22877828713072654,-0.01843019882427279,0.21139239332072113,0.1259437076760731,0.05361943397585591,0.04973180297280311,0.05610404527029419,0.011636888925036597,0.04027233414865381,0.36640527847289284,0.11903273072041277,0.03506178348725738,0.0332797467448482,0.023342812967777175,0.06544320683222497
